Date,Name,Role,Projects_Finished,Real_Time_Projects,Internship,Educational_Background,Applied Jobs,Getting Interview call,Placement_Statistics (%),Rejection_Reasons,City
7/11/2024,Candidate_833,Data Analyst,9,Yes,No,M.Tech,138,79.04,85.81,Lack of skills,Bangalore
6/16/2024,Candidate_834,Python Fullstack Developer,6,Yes,Yes,MCA,237,69.88,68.19,Communication issues,Hyderabad
9/21/2024,Candidate_835,Python Fullstack Developer,2,No,Yes,MCA,101,37.42,53.43,No experience,Chennai
5/30/2024,Candidate_836,Data Analyst,0,No,Yes,B.Tech,260,77.79,56.54,Lack of skills,Bangalore
8/27/2024,Candidate_837,Python Fullstack Developer,7,Yes,No,BCA,290,26.95,62.68,Communication issues,Chennai
2/26/2024,Candidate_838,Data Analyst,10,Yes,No,MCA,259,38.24,69.34,Communication issues,Chennai
6/20/2024,Candidate_839,Data Analyst,13,Yes,No,B.Tech,172,53.27,84.75,No experience,Bangalore
12/20/2024,Candidate_840,Data Analyst,10,Yes,No,B.Tech,168,67.63,79.87,High competition,Bangalore
5/3/2024,Candidate_841,Python Fullstack Developer,10,Yes,No,M.Tech,242,79.11,53.41,Communication issues,Bangalore
9/10/2024,Candidate_842,Data Analyst,15,Yes,No,B.Tech,195,66.81,78.6,No experience,Bangalore
8/25/2024,Candidate_843,DevOps Engineer,14,Yes,Yes,M.Tech,230,40.56,85.07,Communication issues,Hyderabad
11/7/2024,Candidate_844,Data Analyst,14,Yes,Yes,B.Tech,199,34.25,71.79,Lack of skills,Chennai
11/7/2024,Candidate_845,Data Analyst,9,Yes,Yes,B.Tech,140,71.77,87.35,No experience,Bangalore
11/10/2024,Candidate_846,AI/ML Engineer,4,Yes,No,MCA,151,74.76,58.02,Lack of skills,Bangalore
5/19/2024,Candidate_847,Python Fullstack Developer,9,Yes,Yes,B.Tech,293,64.2,52,Lack of skills,Bangalore
4/25/2024,Candidate_848,Data Analyst,5,Yes,Yes,B.Tech,255,51.72,58.54,Lack of skills,Chennai
9/20/2024,Candidate_849,DevOps Engineer,8,Yes,No,B.Tech,165,44.45,63.61,Lack of skills,Bangalore
10/4/2024,Candidate_850,QA Engineer,7,Yes,No,B.Tech,185,32.72,82.86,No experience,Chennai
11/15/2024,Candidate_851,Data Analyst,15,Yes,Yes,M.Tech,150,58.71,59.65,Communication issues,Chennai
1/14/2024,Candidate_852,QA Engineer,11,Yes,No,M.Tech,183,56.87,86.56,Communication issues,Chennai
1/26/2024,Candidate_853,Data Analyst,9,Yes,Yes,B.Tech,166,27.45,69.73,No experience,Chennai
8/19/2024,Candidate_854,Data Analyst,1,No,No,M.Tech,200,26.15,65.14,Lack of skills,Bangalore
12/3/2024,Candidate_855,QA Engineer,4,Yes,Yes,MCA,130,42.23,88.11,No experience,Chennai
12/31/2024,Candidate_856,QA Engineer,11,Yes,No,BCA,266,61.47,43.18,Lack of skills,Chennai
9/30/2024,Candidate_857,Python Fullstack Developer,9,Yes,Yes,B.Tech,173,21.08,50.43,Lack of skills,Bangalore
6/7/2024,Candidate_858,Data Analyst,14,Yes,Yes,M.Tech,215,69.34,54.02,No experience,Bangalore
2/6/2024,Candidate_859,AI/ML Engineer,5,Yes,No,B.Tech,107,50.44,43.95,Lack of skills,Bangalore
8/19/2024,Candidate_860,Data Analyst,5,Yes,No,B.Tech,214,79.59,57.16,Communication issues,Bangalore
11/15/2024,Candidate_861,AI/ML Engineer,9,Yes,No,MCA,254,54.85,58.5,Lack of skills,Bangalore
6/11/2024,Candidate_862,Python Fullstack Developer,5,Yes,Yes,B.Tech,266,23.89,66.77,No experience,Hyderabad
9/11/2024,Candidate_863,Data Analyst,5,Yes,Yes,BCA,271,37.36,85.41,High competition,Hyderabad
11/26/2024,Candidate_864,Data Analyst,4,Yes,No,B.Tech,231,54.45,68.63,Communication issues,Bangalore
1/17/2024,Candidate_865,Python Fullstack Developer,5,Yes,Yes,BCA,297,76.1,86.26,Lack of skills,Bangalore
10/18/2024,Candidate_866,Data Analyst,7,Yes,No,B.Tech,203,62.88,86.84,No experience,Bangalore
4/17/2024,Candidate_867,DevOps Engineer,3,No,No,B.Tech,152,47.19,85.85,Lack of skills,Bangalore
5/17/2024,Candidate_868,Data Analyst,1,No,No,B.Tech,147,35.31,55.32,Lack of skills,Bangalore
2/23/2024,Candidate_869,Python Fullstack Developer,10,Yes,No,M.Tech,128,68.44,44.38,No experience,Bangalore
7/13/2024,Candidate_870,Data Analyst,4,Yes,No,B.Tech,110,44.17,57.08,Lack of skills,Bangalore
7/26/2024,Candidate_871,QA Engineer,14,Yes,No,B.Tech,199,55.87,78.02,Lack of skills,Bangalore
10/17/2024,Candidate_872,Python Fullstack Developer,8,Yes,Yes,B.Tech,127,54.37,69.8,No experience,Chennai
3/3/2024,Candidate_873,Python Fullstack Developer,11,Yes,No,M.Tech,290,76.56,56.15,Lack of skills,Hyderabad
1/29/2024,Candidate_874,Data Analyst,5,Yes,Yes,B.Tech,152,45.24,87,Lack of skills,Bangalore
11/14/2024,Candidate_875,Python Fullstack Developer,6,Yes,No,MCA,151,57.47,68.79,No experience,Hyderabad
8/14/2024,Candidate_876,Python Fullstack Developer,1,No,Yes,BCA,294,68.48,59.85,Lack of skills,Bangalore
3/29/2024,Candidate_877,Data Analyst,10,Yes,No,B.Tech,245,72.17,82.21,Communication issues,Bangalore
11/30/2024,Candidate_878,Python Fullstack Developer,11,Yes,Yes,M.Tech,288,59.41,49.09,Lack of skills,Bangalore
2/22/2024,Candidate_879,Python Fullstack Developer,4,Yes,Yes,BCA,291,69.82,82.67,Lack of skills,Chennai
6/17/2024,Candidate_880,Data Analyst,11,Yes,No,MCA,176,58.5,51.98,Communication issues,Hyderabad
4/2/2024,Candidate_881,Python Fullstack Developer,14,Yes,No,MCA,276,65.57,62.66,High competition,Hyderabad
4/3/2024,Candidate_882,Python Fullstack Developer,5,Yes,Yes,MCA,272,64.76,89.04,No experience,Chennai
1/4/2024,Candidate_883,Data Analyst,9,Yes,Yes,B.Tech,154,60.55,46.84,No experience,Hyderabad
10/21/2024,Candidate_884,Python Fullstack Developer,3,No,Yes,B.Tech,251,65.67,58.4,Lack of skills,Bangalore
11/25/2024,Candidate_885,Python Fullstack Developer,0,No,No,B.Tech,177,71.25,75.87,No experience,Bangalore
9/5/2024,Candidate_886,Data Analyst,12,Yes,No,B.Tech,192,25.38,89.36,Lack of skills,Chennai
2/27/2024,Candidate_887,Python Fullstack Developer,15,Yes,Yes,M.Tech,218,51.33,53.28,No experience,Bangalore
6/10/2024,Candidate_888,Data Analyst,4,Yes,No,B.Tech,113,28.71,59.24,Communication issues,Bangalore
5/6/2024,Candidate_889,DevOps Engineer,14,Yes,Yes,MCA,265,67.01,86.66,Communication issues,Bangalore
8/3/2024,Candidate_890,Data Analyst,10,Yes,Yes,B.Tech,260,54.76,54.3,No experience,Bangalore
8/21/2024,Candidate_891,AI/ML Engineer,4,Yes,No,B.Tech,158,58.21,89.88,No experience,Bangalore
6/4/2024,Candidate_892,Data Analyst,0,No,Yes,BCA,245,54.13,87.68,No experience,Chennai
4/1/2024,Candidate_893,Data Analyst,10,Yes,No,B.Tech,164,28.82,72.53,Lack of skills,Bangalore
11/5/2024,Candidate_894,Data Analyst,9,Yes,No,B.Tech,155,53.92,69.18,Lack of skills,Chennai
3/13/2024,Candidate_895,Data Analyst,15,Yes,Yes,B.Tech,230,37.66,52.39,High competition,Hyderabad
5/20/2024,Candidate_896,Data Analyst,9,Yes,No,B.Tech,106,66.34,84.86,No experience,Bangalore
6/25/2024,Candidate_897,Data Analyst,4,Yes,No,B.Tech,179,73.24,87.05,Lack of skills,Bangalore
3/27/2024,Candidate_898,Python Fullstack Developer,14,Yes,No,MCA,103,54.17,80.83,No experience,Bangalore
7/28/2024,Candidate_899,Data Analyst,10,Yes,No,M.Tech,155,67.54,55.05,Lack of skills,Hyderabad
7/29/2024,Candidate_900,AI/ML Engineer,3,No,Yes,MCA,146,71.41,55.84,No experience,Bangalore
12/29/2024,Candidate_901,Data Analyst,15,Yes,Yes,M.Tech,185,77.2,55.45,Communication issues,Chennai
4/18/2024,Candidate_902,Data Analyst,1,No,No,B.Tech,152,73.43,75.92,Communication issues,Bangalore
12/23/2024,Candidate_903,Python Fullstack Developer,4,Yes,Yes,BCA,227,26.5,42.79,Lack of skills,Bangalore
8/28/2024,Candidate_904,Data Analyst,3,No,Yes,M.Tech,284,70.35,68.33,Lack of skills,Bangalore
4/10/2024,Candidate_905,QA Engineer,9,Yes,Yes,B.Tech,199,68.42,51,Lack of skills,Bangalore
7/26/2024,Candidate_906,Data Analyst,0,No,Yes,M.Tech,284,33.38,78.52,No experience,Bangalore
9/8/2024,Candidate_907,Data Analyst,12,Yes,Yes,BCA,183,66.83,51.3,Communication issues,Hyderabad
9/29/2024,Candidate_908,Python Fullstack Developer,7,Yes,No,B.Tech,217,66.58,88.05,Communication issues,Bangalore
1/18/2024,Candidate_909,QA Engineer,14,Yes,Yes,M.Tech,200,45.79,74.03,No experience,Hyderabad
8/9/2024,Candidate_910,DevOps Engineer,11,Yes,No,M.Tech,254,53.83,40.9,No experience,Bangalore
6/30/2024,Candidate_911,Python Fullstack Developer,2,No,No,B.Tech,292,77.64,66.71,Communication issues,Bangalore
11/26/2024,Candidate_912,Data Analyst,10,Yes,No,B.Tech,142,23.29,74.31,High competition,Bangalore
4/14/2024,Candidate_913,Data Analyst,1,No,No,BCA,225,57.33,46.1,Lack of skills,Bangalore
10/19/2024,Candidate_914,Python Fullstack Developer,6,Yes,No,M.Tech,222,21.38,87.01,Communication issues,Bangalore
8/10/2024,Candidate_915,AI/ML Engineer,7,Yes,Yes,MCA,243,53.47,81.1,No experience,Bangalore
5/8/2024,Candidate_916,Data Analyst,8,Yes,No,B.Tech,252,29.3,85.99,Lack of skills,Bangalore
8/21/2024,Candidate_917,Data Analyst,6,Yes,Yes,M.Tech,173,58.41,47.1,Lack of skills,Bangalore
8/15/2024,Candidate_918,Data Analyst,0,No,No,B.Tech,270,47.43,46.01,Lack of skills,Bangalore
9/5/2024,Candidate_919,QA Engineer,2,No,No,B.Tech,163,45.06,58.42,No experience,Chennai
9/20/2024,Candidate_920,Data Analyst,14,Yes,No,B.Tech,119,73.5,67.45,Lack of skills,Bangalore
8/29/2024,Candidate_921,Python Fullstack Developer,2,No,Yes,BCA,257,58.52,44.62,No experience,Chennai
11/2/2024,Candidate_922,Data Analyst,12,Yes,No,M.Tech,127,30.43,86.63,Communication issues,Chennai
8/17/2024,Candidate_923,Data Analyst,6,Yes,Yes,M.Tech,100,32.95,54.04,No experience,Chennai
11/26/2024,Candidate_924,Data Analyst,15,Yes,No,B.Tech,107,53.7,47.82,Communication issues,Bangalore
8/24/2024,Candidate_925,Data Analyst,10,Yes,No,B.Tech,258,79.68,58.14,No experience,Hyderabad
4/23/2024,Candidate_926,DevOps Engineer,1,No,Yes,B.Tech,112,33.69,88.47,Lack of skills,Chennai
6/10/2024,Candidate_927,Data Analyst,11,Yes,No,M.Tech,102,56.4,53.97,Lack of skills,Chennai
7/31/2024,Candidate_928,AI/ML Engineer,12,Yes,No,M.Tech,170,39.55,84.81,No experience,Bangalore
9/25/2024,Candidate_929,Data Analyst,4,Yes,Yes,BCA,100,59.75,61.65,Lack of skills,Bangalore
2/2/2024,Candidate_930,AI/ML Engineer,13,Yes,Yes,B.Tech,177,74.47,85.29,Communication issues,Chennai
4/18/2024,Candidate_931,Data Analyst,11,Yes,Yes,B.Tech,213,59.01,79.88,Lack of skills,Bangalore
9/30/2024,Candidate_932,DevOps Engineer,12,Yes,Yes,B.Tech,197,73.91,52.99,Communication issues,Bangalore
3/5/2024,Candidate_933,Python Fullstack Developer,11,Yes,Yes,BCA,286,51.21,82.21,No experience,Bangalore
2/18/2024,Candidate_934,Data Analyst,0,No,Yes,B.Tech,245,59.44,72.52,Lack of skills,Bangalore
7/16/2024,Candidate_935,Data Analyst,9,Yes,No,B.Tech,140,53.67,73.94,Lack of skills,Hyderabad
12/21/2024,Candidate_936,Python Fullstack Developer,11,Yes,No,B.Tech,124,21.05,42.43,Lack of skills,Hyderabad
7/13/2024,Candidate_937,Python Fullstack Developer,11,Yes,No,BCA,113,69.13,64.86,No experience,Chennai
11/30/2024,Candidate_938,DevOps Engineer,9,Yes,No,B.Tech,194,37.08,72.14,Communication issues,Bangalore
10/30/2024,Candidate_939,Data Analyst,14,Yes,Yes,B.Tech,155,20.18,48.18,No experience,Bangalore
4/4/2024,Candidate_940,DevOps Engineer,2,No,No,B.Tech,265,40.68,72.41,Lack of skills,Hyderabad
10/28/2024,Candidate_941,Data Analyst,6,Yes,Yes,M.Tech,148,44.45,80.79,Lack of skills,Hyderabad
6/25/2024,Candidate_942,Python Fullstack Developer,14,Yes,Yes,MCA,208,59.81,41.27,Lack of skills,Hyderabad
10/22/2024,Candidate_943,QA Engineer,13,Yes,No,B.Tech,289,78.9,66.45,High competition,Bangalore
9/30/2024,Candidate_944,Data Analyst,14,Yes,No,M.Tech,195,74.13,79.83,Lack of skills,Bangalore
5/3/2024,Candidate_945,Data Analyst,9,Yes,No,M.Tech,119,53.98,83.77,Lack of skills,Hyderabad
2/12/2024,Candidate_946,DevOps Engineer,5,Yes,Yes,M.Tech,171,46.05,81.02,Communication issues,Chennai
12/18/2024,Candidate_947,AI/ML Engineer,13,Yes,Yes,MCA,206,21.8,51.13,Communication issues,Hyderabad
2/21/2024,Candidate_948,Python Fullstack Developer,13,Yes,Yes,B.Tech,267,68.28,62.24,Communication issues,Chennai
12/19/2024,Candidate_949,AI/ML Engineer,4,Yes,No,B.Tech,105,67.04,62.65,No experience,Bangalore
11/10/2024,Candidate_950,Data Analyst,2,No,Yes,MCA,176,44.37,68.87,No experience,Hyderabad
9/22/2024,Candidate_951,Python Fullstack Developer,4,Yes,Yes,M.Tech,297,65.79,60.02,No experience,Bangalore
12/24/2024,Candidate_952,Data Analyst,6,Yes,No,B.Tech,108,52.67,56.2,High competition,Bangalore
12/20/2024,Candidate_953,QA Engineer,9,Yes,No,B.Tech,130,28.8,49.42,Lack of skills,Hyderabad
10/21/2024,Candidate_954,Data Analyst,15,Yes,Yes,B.Tech,177,59.66,63.4,Lack of skills,Chennai
5/13/2024,Candidate_955,Python Fullstack Developer,10,Yes,No,BCA,136,25.61,45.57,Communication issues,Bangalore
10/16/2024,Candidate_956,Python Fullstack Developer,2,No,No,B.Tech,167,53.04,85.55,Lack of skills,Chennai
1/6/2024,Candidate_957,DevOps Engineer,12,Yes,No,BCA,216,54.37,72.29,Communication issues,Hyderabad
7/15/2024,Candidate_958,Python Fullstack Developer,2,No,Yes,BCA,152,40.68,42.33,Lack of skills,Chennai
6/15/2024,Candidate_959,Data Analyst,0,No,Yes,B.Tech,130,57.82,78.16,Lack of skills,Chennai
9/3/2024,Candidate_960,Data Analyst,13,Yes,No,B.Tech,262,75.41,75.01,Communication issues,Bangalore
9/3/2024,Candidate_961,Data Analyst,8,Yes,No,B.Tech,290,33,80.76,No experience,Bangalore
8/1/2024,Candidate_962,Data Analyst,13,Yes,No,M.Tech,274,53.71,80.68,No experience,Bangalore
10/28/2024,Candidate_963,Python Fullstack Developer,5,Yes,Yes,M.Tech,107,68.52,86.62,Lack of skills,Chennai
12/10/2024,Candidate_964,DevOps Engineer,14,Yes,Yes,B.Tech,221,25.9,43.14,Lack of skills,Chennai
2/9/2024,Candidate_965,QA Engineer,4,Yes,Yes,B.Tech,144,69.84,86.38,Lack of skills,Chennai
3/26/2024,Candidate_966,Data Analyst,6,Yes,No,B.Tech,103,72.94,58.37,No experience,Chennai
1/10/2024,Candidate_967,QA Engineer,5,Yes,Yes,M.Tech,128,65.99,72.45,No experience,Hyderabad
11/19/2024,Candidate_968,Data Analyst,12,Yes,Yes,M.Tech,122,68.43,72.91,Lack of skills,Hyderabad
7/24/2024,Candidate_969,Python Fullstack Developer,9,Yes,No,M.Tech,285,38.82,42.28,Communication issues,Bangalore
11/30/2024,Candidate_970,Data Analyst,15,Yes,Yes,BCA,160,40.21,41.27,Lack of skills,Bangalore
3/22/2024,Candidate_971,Data Analyst,1,No,No,M.Tech,216,75.43,47.6,Lack of skills,Hyderabad
1/24/2024,Candidate_972,Data Analyst,9,Yes,No,B.Tech,248,27.21,82.82,Lack of skills,Chennai
10/28/2024,Candidate_973,AI/ML Engineer,9,Yes,No,M.Tech,277,70.6,48.91,No experience,Chennai
11/28/2024,Candidate_974,Python Fullstack Developer,15,Yes,No,MCA,242,66.63,46.4,High competition,Bangalore
4/20/2024,Candidate_975,AI/ML Engineer,14,Yes,No,B.Tech,169,43.92,55.46,No experience,Hyderabad
5/29/2024,Candidate_976,Python Fullstack Developer,7,Yes,No,B.Tech,169,28.94,55.99,No experience,Bangalore
2/21/2024,Candidate_977,Python Fullstack Developer,0,No,Yes,MCA,105,55.26,73.13,Lack of skills,Bangalore
12/12/2024,Candidate_978,QA Engineer,0,No,Yes,B.Tech,279,66.39,87.27,High competition,Chennai
4/21/2024,Candidate_979,Python Fullstack Developer,4,Yes,Yes,B.Tech,244,70.99,46,Lack of skills,Bangalore
6/29/2024,Candidate_980,Data Analyst,8,Yes,No,B.Tech,222,36.31,41.32,No experience,Bangalore
2/5/2024,Candidate_981,Python Fullstack Developer,9,Yes,No,B.Tech,116,73.94,55.06,Lack of skills,Bangalore
11/20/2024,Candidate_982,AI/ML Engineer,15,Yes,No,M.Tech,287,71.28,88.38,Communication issues,Chennai
2/19/2024,Candidate_983,Data Analyst,3,No,Yes,B.Tech,277,69.95,74.61,Lack of skills,Chennai
6/15/2024,Candidate_984,Python Fullstack Developer,9,Yes,Yes,B.Tech,139,29.85,46.17,No experience,Chennai
9/2/2024,Candidate_985,Data Analyst,13,Yes,Yes,B.Tech,155,65.14,85.92,Communication issues,Chennai
9/28/2024,Candidate_986,Data Analyst,5,Yes,Yes,B.Tech,116,20.06,78.15,No experience,Bangalore
12/12/2024,Candidate_987,Python Fullstack Developer,15,Yes,Yes,MCA,201,60.06,66.45,Communication issues,Bangalore
6/2/2024,Candidate_988,Data Analyst,7,Yes,Yes,B.Tech,273,50.83,71.38,Communication issues,Chennai
9/28/2024,Candidate_989,DevOps Engineer,0,No,Yes,MCA,196,56.02,44.34,High competition,Bangalore
2/26/2024,Candidate_990,Python Fullstack Developer,3,No,No,B.Tech,107,74.44,89.67,Communication issues,Chennai
5/31/2024,Candidate_991,QA Engineer,8,Yes,Yes,M.Tech,109,43.36,85.42,Lack of skills,Chennai
2/6/2024,Candidate_992,Data Analyst,15,Yes,No,MCA,227,79.91,49.92,High competition,Bangalore
6/28/2024,Candidate_993,Python Fullstack Developer,2,No,No,B.Tech,210,27.01,49.91,No experience,Hyderabad
5/29/2024,Candidate_994,Data Analyst,11,Yes,No,B.Tech,219,78.78,71.12,Communication issues,Chennai
12/14/2024,Candidate_995,DevOps Engineer,15,Yes,No,B.Tech,205,43.23,57.55,Communication issues,Bangalore
1/12/2024,Candidate_996,DevOps Engineer,13,Yes,Yes,M.Tech,144,32.12,47.71,No experience,Bangalore
5/15/2024,Candidate_997,DevOps Engineer,8,Yes,Yes,B.Tech,103,24.87,78.78,High competition,Bangalore
6/11/2024,Candidate_998,Data Analyst,15,Yes,Yes,B.Tech,247,31.6,48.8,Lack of skills,Bangalore
12/13/2024,Candidate_999,Python Fullstack Developer,3,No,Yes,B.Tech,111,56.71,76.04,Lack of skills,Hyderabad
11/9/2024,Candidate_1000,Data Analyst,11,Yes,No,B.Tech,268,69.41,70.05,Lack of skills,Chennai
2/6/2024,Candidate_1001,QA Engineer,0,No,Yes,B.Tech,116,69.4,49.32,Communication issues,Bangalore
9/7/2024,Candidate_1002,Data Analyst,8,Yes,No,B.Tech,297,21.53,76.31,Lack of skills,Chennai
7/18/2024,Candidate_1003,Data Analyst,5,Yes,No,BCA,171,76.72,82.8,High competition,Bangalore
12/23/2024,Candidate_1004,Python Fullstack Developer,1,No,No,B.Tech,281,42.51,79.2,Lack of skills,Chennai
5/11/2024,Candidate_1005,Python Fullstack Developer,4,Yes,No,B.Tech,172,23.36,57.2,Lack of skills,Chennai
5/25/2024,Candidate_1006,Data Analyst,10,Yes,No,BCA,284,58.9,75.96,Lack of skills,Chennai
3/10/2024,Candidate_1007,Python Fullstack Developer,14,Yes,No,B.Tech,222,24.81,88.32,Communication issues,Bangalore
2/14/2024,Candidate_1008,DevOps Engineer,4,Yes,No,B.Tech,151,57.79,57.61,Lack of skills,Bangalore
11/6/2024,Candidate_1009,Python Fullstack Developer,11,Yes,No,B.Tech,168,24.39,84.66,Lack of skills,Chennai
6/15/2024,Candidate_1010,DevOps Engineer,5,Yes,Yes,M.Tech,106,64.26,72.96,No experience,Bangalore
8/30/2024,Candidate_1011,Python Fullstack Developer,1,No,Yes,MCA,271,23.26,50.66,High competition,Hyderabad
8/22/2024,Candidate_1012,Data Analyst,8,Yes,Yes,M.Tech,169,44.47,51.73,High competition,Hyderabad
8/6/2024,Candidate_1013,Python Fullstack Developer,11,Yes,Yes,M.Tech,148,30.63,48.45,Lack of skills,Bangalore
1/8/2024,Candidate_1014,Python Fullstack Developer,13,Yes,Yes,B.Tech,160,57.77,72,Lack of skills,Hyderabad
10/14/2024,Candidate_1015,Data Analyst,11,Yes,Yes,M.Tech,276,31.75,78.54,No experience,Chennai
3/30/2024,Candidate_1016,Python Fullstack Developer,1,No,No,BCA,214,54.95,62.13,Communication issues,Chennai
2/16/2024,Candidate_1017,Python Fullstack Developer,9,Yes,Yes,B.Tech,100,46.6,74.97,Communication issues,Bangalore
7/25/2024,Candidate_1018,Data Analyst,9,Yes,Yes,MCA,266,44.67,49.51,Lack of skills,Hyderabad
1/26/2024,Candidate_1019,Data Analyst,2,No,Yes,B.Tech,111,28.62,66.11,Lack of skills,Bangalore
10/7/2024,Candidate_1020,Python Fullstack Developer,6,Yes,Yes,B.Tech,244,63.8,70.4,Communication issues,Bangalore
3/16/2024,Candidate_1021,Python Fullstack Developer,5,Yes,No,B.Tech,211,33.23,40.07,No experience,Bangalore
3/20/2024,Candidate_1022,Data Analyst,3,No,No,M.Tech,243,36.79,58.18,No experience,Hyderabad
11/14/2024,Candidate_1023,Python Fullstack Developer,5,Yes,Yes,B.Tech,279,21.01,63.68,High competition,Chennai
4/30/2024,Candidate_1024,Data Analyst,10,Yes,No,M.Tech,225,49.72,74.67,Lack of skills,Bangalore
2/24/2024,Candidate_1025,Python Fullstack Developer,10,Yes,Yes,B.Tech,159,46.56,84.72,No experience,Bangalore
11/25/2024,Candidate_1026,QA Engineer,9,Yes,No,B.Tech,283,36.89,81.58,Lack of skills,Bangalore
1/2/2024,Candidate_1027,Data Analyst,8,Yes,Yes,B.Tech,290,29.74,79.09,No experience,Hyderabad
11/10/2024,Candidate_1028,Data Analyst,11,Yes,Yes,B.Tech,112,62.86,51.28,Lack of skills,Bangalore
2/22/2024,Candidate_1029,Data Analyst,3,No,Yes,B.Tech,173,46.94,51.33,Communication issues,Chennai
2/17/2024,Candidate_1030,Python Fullstack Developer,11,Yes,Yes,B.Tech,193,28.38,61.34,High competition,Bangalore
4/1/2024,Candidate_1031,Python Fullstack Developer,4,Yes,No,B.Tech,122,44.19,65.36,No experience,Bangalore
3/4/2024,Candidate_1032,Python Fullstack Developer,0,No,No,B.Tech,253,71.78,88.6,No experience,Chennai
8/29/2024,Candidate_1033,Python Fullstack Developer,4,Yes,Yes,B.Tech,194,60.28,63.48,Lack of skills,Bangalore
1/10/2024,Candidate_1034,Python Fullstack Developer,9,Yes,No,B.Tech,216,55.78,44.58,Communication issues,Bangalore
1/6/2024,Candidate_1035,AI/ML Engineer,11,Yes,No,B.Tech,220,40.67,42.45,Lack of skills,Bangalore
10/16/2024,Candidate_1036,Data Analyst,15,Yes,Yes,M.Tech,239,53.33,88.81,Lack of skills,Bangalore
3/28/2024,Candidate_1037,AI/ML Engineer,13,Yes,Yes,B.Tech,141,25.52,42.28,Lack of skills,Bangalore
4/28/2024,Candidate_1038,Data Analyst,10,Yes,No,B.Tech,195,72.35,49.37,Lack of skills,Bangalore
3/4/2024,Candidate_1039,Data Analyst,5,Yes,Yes,BCA,268,63.5,70.36,High competition,Chennai
1/20/2024,Candidate_1040,DevOps Engineer,3,No,No,B.Tech,195,69.56,79.4,No experience,Bangalore
9/28/2024,Candidate_1041,QA Engineer,6,Yes,No,B.Tech,285,75.37,46.04,No experience,Bangalore
7/11/2024,Candidate_1042,Data Analyst,4,Yes,Yes,M.Tech,241,75.39,65.28,Lack of skills,Hyderabad
9/29/2024,Candidate_1043,Python Fullstack Developer,7,Yes,Yes,B.Tech,238,78.92,47.92,No experience,Hyderabad
